198.814980	7.429075	0.000000
219.838750	22.240116	0.000000
240.039115	37.610422	0.000000
259.720536	53.653489	0.000000
278.877462	70.327932	0.000000
297.623149	87.466831	0.000000
323.060762	89.003018	0.000000
343.744484	74.128274	0.000000
363.679630	58.441032	0.000000
384.192412	43.519079	0.000000
405.324267	29.502992	0.000000
427.099269	16.525155	0.000000
449.522651	4.720133	0.000000
472.577079	-5.781795	0.000000
496.225507	-14.850002	0.000000
520.416275	-22.335842	0.000000
545.075717	-28.078230	0.000000
570.094160	-31.959200	0.000000
595.332382	-33.964748	0.000000
620.650667	-34.189724	0.000000
645.933778	-32.789019	0.000000
671.096213	-29.920995	0.000000
696.073808	-25.712983	0.000000
720.811974	-20.248562	0.000000
745.255085	-13.566069	0.000000
769.337918	-5.662760	0.000000
792.980279	3.494362	0.000000
816.087383	13.948902	0.000000
838.558460	25.728863	0.000000
860.303092	38.822044	0.000000
881.260055	53.163232	0.000000
901.410326	68.638571	0.000000
920.777975	85.104009	0.000000
939.418948	102.408870	0.000000
957.403527	120.415781	0.000000
974.799561	139.012506	0.000000
991.661048	158.115639	0.000000
1008.023204	177.668388	0.000000
1023.903194	197.634804	0.000000
1039.305166	217.992212	0.000000
1054.228113	238.723230	0.000000
1068.674514	259.808939	0.000000
1082.657015	281.224874	0.000000
1096.200700	302.940706	0.000000
1109.340344	324.923021	0.000000
1122.114546	347.139276	0.000000
1134.559940	369.560901	0.000000
1146.707919	392.164498	0.000000
1158.584184	414.931401	0.000000
1170.209611	437.846664	0.000000
1181.600176	460.898704	0.000000
1192.763934	484.080533	0.000000
1203.694309	507.392573	0.000000
1214.362913	530.845139	0.000000
1224.721676	554.456030	0.000000
1234.725550	578.239245	0.000000
1244.370031	602.189630	0.000000
1253.708939	626.278725	0.000000
1262.823458	650.469717	0.000000
1271.772912	674.736228	0.000000
1280.596018	699.060691	0.000000
1295.063877	720.669535	0.000000
1320.178351	727.905493	0.000000
1345.569676	732.894634	0.000000
1370.872091	738.463054	0.000000
1396.051305	744.584490	0.000000
1421.093905	751.261196	0.000000
1445.988897	758.486053	0.000000
1470.726939	766.247725	0.000000
1495.300379	774.531938	0.000000
1519.703102	783.323058	0.000000
1543.929973	792.606207	0.000000
1567.975848	802.369692	0.000000
1591.834378	812.607039	0.000000
1615.499518	823.312194	0.000000
1638.998745	834.408430	0.000000
1659.273338	850.756647	0.000000
1673.451628	872.633823	0.000000
1680.096948	897.854993	0.000000
1678.534683	923.900133	0.000000
1668.913229	948.161166	0.000000
1652.191868	968.205236	0.000000
1630.045447	982.021966	0.000000
1604.694919	988.227903	0.000000
1578.681650	986.206305	0.000000
1554.609571	976.167804	0.000000
1534.869402	959.142080	0.000000
1514.875920	942.506306	0.000000
1494.667078	926.149383	0.000000
1474.216472	910.113473	0.000000
1453.517940	894.417356	0.000000
1432.564613	879.081962	0.000000
1411.346941	864.133592	0.000000
1389.853248	849.604108	0.000000
1368.072005	835.528518	0.000000
1345.995775	821.939241	0.000000
1323.625428	808.858372	0.000000
1300.972149	796.291863	0.000000
1278.055403	784.229987	0.000000
1254.897537	772.655059	0.000000
1231.518199	761.551978	0.000000
1207.931675	750.915075	0.000000
1184.147625	740.748568	0.000000
1160.173213	731.063377	0.000000
1136.016571	721.869382	0.000000
1111.713308	713.101458	0.000000
1091.946183	696.246872	0.000000
1075.623011	676.281434	0.000000
1058.900125	656.629240	0.000000
1041.882164	637.249975	0.000000
1024.552385	618.167447	0.000000
1006.895878	599.405512	0.000000
988.899303	580.988380	0.000000
970.551869	562.939686	0.000000
951.845678	545.282039	0.000000
932.775074	528.037533	0.000000
913.335175	511.229308	0.000000
893.520674	494.883155	0.000000
873.326351	479.027330	0.000000
852.749713	463.689484	0.000000
831.794210	448.891924	0.000000
810.470589	434.648305	0.000000
788.795192	420.964246	0.000000
766.786206	407.841746	0.000000
744.459959	395.285032	0.000000
721.828780	383.305224	0.000000
698.900415	371.923166	0.000000
675.677895	361.172333	0.000000
652.158666	351.104876	0.000000
628.333974	341.800395	0.000000
604.193405	333.365987	0.000000
579.739522	325.905740	0.000000
555.004319	319.458924	0.000000
530.044609	313.970487	0.000000
504.914943	309.357046	0.000000
479.665936	305.498532	0.000000
455.641223	296.665904	0.000000
439.108090	277.163809	0.000000
421.959324	258.279188	0.000000
404.229483	239.955814	0.000000
385.801701	222.351606	0.000000
366.655085	205.549209	0.000000
346.859340	189.534060	0.000000
326.499036	174.260703	0.000000
305.629234	159.709116	0.000000
284.275368	145.895684	0.000000
262.447026	132.863168	0.000000
240.147740	120.672316	0.000000
217.379853	109.399050	0.000000
194.149097	99.131062	0.000000
170.470901	89.958432	0.000000
146.375030	81.962437	0.000000
121.904185	75.215338	0.000000
97.109705	69.793127	0.000000
72.052639	65.777604	0.000000
46.808588	63.228646	0.000000
21.464728	62.148109	0.000000
-3.894046	62.378573	0.000000
-28.372926	55.688662	0.000000
-48.172537	39.820305	0.000000
-60.028540	17.401851	0.000000
-62.002696	-7.868656	0.000000
-53.784740	-31.834757	0.000000
-36.736174	-50.563856	0.000000
-13.660494	-60.988859	0.000000
11.654388	-61.403788	0.000000
36.865836	-59.469239	0.000000
61.821533	-55.357408	0.000000
86.310966	-49.009650	0.000000
110.185708	-40.613902	0.000000
133.386575	-30.475920	0.000000
155.918645	-18.899972	0.000000
177.813015	-6.132542	0.000000
